t,vx,vz,yaw_rate,lat,lon,rel_alt,p_n,p_e,p_d,yaw
49.401,0.0,0.4,0.0,30.2000967,-97.8877679,1.756,-3.226,-3.91,-1.597,-1.9374
49.501,0.0,0.4,0.0,30.2000967,-97.8877679,1.756,-3.233,-3.918,-1.574,-1.9383
49.601,0.0,0.301,0.0,30.2000967,-97.8877679,1.756,-3.242,-3.922,-1.481,-1.951
49.701,0.0,0.208,0.0,30.2000966,-97.887768,1.594,-3.245,-3.917,-1.419,-1.9577
49.801,0.0,0.043,0.0,30.2000966,-97.887768,1.594,-3.248,-3.909,-1.348,-1.9731
49.901,0.0,0.043,0.0,30.2000966,-97.887768,1.594,-3.248,-3.909,-1.348,-1.9731
50.001,0.0,-0.137,0.0,30.2000966,-97.887768,1.594,-3.252,-3.897,-1.269,-1.9817
50.101,0.0,-0.257,0.0,30.2000965,-97.8877676,1.341,-3.256,-3.883,-1.189,-2.0001
50.201,0.0,-0.4,0.0,30.2000965,-97.8877676,1.341,-3.261,-3.844,-1.039,-2.0206
50.301,0.0,-0.4,0.0,30.2000965,-97.8877676,1.341,-3.267,-3.826,-0.98,-2.0426
50.401,0.0,-0.4,0.0,30.2000964,-97.887767,1.123,-3.276,-3.811,-0.936,-2.0646
50.501,0.0,-0.4,0.0,30.2000964,-97.887767,1.123,-3.276,-3.811,-0.936,-2.0646
50.601,0.0,-0.4,0.0,30.2000964,-97.887767,1.123,-3.276,-3.811,-0.936,-2.0646
50.701,0.0,-0.4,0.0,30.2000961,-97.8877665,1.062,-3.304,-3.766,-0.894,-2.0959
50.801,0.0,-0.4,0.0,30.2000961,-97.8877665,1.062,-3.304,-3.766,-0.894,-2.0959
50.901,0.0,-0.4,0.0,30.2000961,-97.8877665,1.062,-3.321,-3.743,-0.945,-2.1063
51.001,0.0,-0.4,0.0,30.2000961,-97.8877665,1.062,-3.321,-3.743,-0.945,-2.1087
51.101,0.0,-0.4,0.0,30.2000961,-97.8877665,1.062,-3.33,-3.731,-0.99,-2.1087
51.201,0.0,-0.4,0.0,30.2000958,-97.8877661,1.169,-3.339,-3.716,-1.047,-2.1124
51.301,0.0,-0.395,0.0,30.2000958,-97.8877661,1.169,-3.353,-3.675,-1.176,-2.1229
51.401,0.0,-0.395,0.0,30.2000958,-97.8877661,1.169,-3.353,-3.675,-1.176,-2.1229
51.501,0.0,-0.292,0.0,30.2000956,-97.8877654,1.383,-3.354,-3.651,-1.245,-2.1343
51.601,0.0,-0.249,0.0,30.2000956,-97.8877654,1.383,-3.356,-3.632,-1.314,-2.1476
51.701,0.0,-0.043,0.0,30.2000957,-97.8877648,1.612,-3.349,-3.603,-1.451,-2.1598
51.801,0.0,0.053,0.0,30.2000957,-97.8877648,1.612,-3.341,-3.592,-1.515,-2.1689
51.901,0.0,0.084,0.0,30.2000957,-97.8877648,1.612,-3.336,-3.585,-1.576,-2.1731
52.232,0.0,0.297,0.0,30.2000958,-97.8877645,1.811,-3.316,-3.567,-1.718,-2.1961
52.233,0.0,0.297,0.0,30.2000958,-97.8877645,1.811,-3.316,-3.567,-1.718,-2.1961
52.234,0.0,0.297,0.0,30.2000958,-97.8877645,1.811,-3.316,-3.567,-1.718,-2.1961
52.301,0.0,0.297,0.0,30.2000958,-97.8877645,1.811,-3.316,-3.567,-1.718,-2.1961
52.401,0.0,0.343,0.0,30.200096,-97.8877644,1.931,-3.308,-3.562,-1.749,-2.1997
52.501,0.0,0.375,0.0,30.200096,-97.8877644,1.931,-3.299,-3.559,-1.77,-2.2058
52.601,0.0,0.398,0.0,30.200096,-97.8877644,1.931,-3.282,-3.556,-1.786,-2.2087
52.701,0.0,0.398,0.0,30.200096,-97.8877644,1.931,-3.282,-3.556,-1.786,-2.2091
52.801,0.0,0.349,0.0,30.2000962,-97.8877643,1.947,-3.264,-3.559,-1.752,-2.2075
52.901,0.0,0.349,0.0,30.2000962,-97.8877643,1.947,-3.264,-3.559,-1.752,-2.2075
53.001,0.0,0.296,0.0,30.2000962,-97.8877643,1.947,-3.256,-3.561,-1.718,-2.2039
53.101,0.0,0.23,0.0,30.2000965,-97.8877644,1.833,-3.249,-3.563,-1.673,-2.199
53.201,0.0,0.152,0.0,30.2000965,-97.8877644,1.833,-3.239,-3.562,-1.621,-2.199
53.301,0.0,0.066,0.0,30.2000965,-97.8877644,1.833,-3.229,-3.56,-1.564,-2.1879
53.401,0.0,0.066,0.0,30.2000965,-97.8877644,1.833,-3.229,-3.56,-1.564,-2.1879
53.501,0.0,0.066,0.0,30.2000965,-97.8877644,1.833,-3.229,-3.56,-1.564,-2.1879
53.601,0.0,-0.204,0.0,30.2000968,-97.8877642,1.639,-3.203,-3.541,-1.384,-2.1663
53.701,0.0,-0.361,0.0,30.200097,-97.887764,1.457,-3.188,-3.524,-1.28,-2.1507
53.801,0.0,-0.361,0.0,30.200097,-97.887764,1.457,-3.188,-3.524,-1.28,-2.1507
53.901,0.0,-0.4,0.0,30.200097,-97.887764,1.457,-3.182,-3.511,-1.203,-2.1423
54.001,0.0,-0.4,0.0,30.200097,-97.887764,1.457,-3.182,-3.505,-1.178,-2.1344
54.101,0.0,-0.4,0.0,30.2000971,-97.8877638,1.345,-3.181,-3.498,-1.166,-2.131
54.201,0.0,-0.4,0.0,30.2000971,-97.8877638,1.345,-3.181,-3.498,-1.166,-2.131
54.301,0.0,-0.4,0.0,30.2000971,-97.8877638,1.345,-3.181,-3.492,-1.167,-2.1198
54.401,0.0,-0.4,0.0,30.2000971,-97.8877636,1.364,-3.182,-3.483,-1.21,-2.1083
54.501,0.5,-0.4,0.0,30.2000971,-97.8877636,1.364,-3.182,-3.483,-1.21,-2.1083
54.601,0.0,-0.326,0.0,30.2000971,-97.8877636,1.364,-3.185,-3.484,-1.302,-2.1008
54.701,0.5,-0.326,0.0,30.2000971,-97.8877636,1.364,-3.185,-3.484,-1.302,-2.0971
54.801,0.0,-0.145,0.0,30.2000971,-97.8877636,1.364,-3.182,-3.5,-1.423,-2.0913
54.901,0.5,-0.041,0.0,30.2000971,-97.8877636,1.364,-3.183,-3.511,-1.493,-2.0876
55.001,0.5,-0.041,0.0,30.2000971,-97.8877636,1.364,-3.183,-3.511,-1.493,-2.0876
55.101,0.5,0.063,0.0,30.2000971,-97.8877639,1.743,-3.184,-3.524,-1.562,-2.0868
55.201,0.0,0.156,0.0,30.2000971,-97.8877639,1.743,-3.181,-3.534,-1.624,-2.0875
55.301,0.0,0.333,0.0,30.2000971,-97.8877639,1.743,-3.178,-3.559,-1.742,-2.0928
55.401,0.0,0.333,0.0,30.2000971,-97.8877643,1.938,-3.178,-3.559,-1.742,-2.1023
55.501,0.0,0.333,0.0,30.2000971,-97.8877643,1.938,-3.178,-3.559,-1.742,-2.1023
55.601,0.0,0.333,0.0,30.2000971,-97.8877643,1.938,-3.178,-3.559,-1.742,-2.1023
55.701,0.0,0.4,0.0,30.200097,-97.8877652,2.052,-3.204,-3.652,-1.885,-2.1408
55.801,0.0,0.4,0.0,30.200097,-97.8877652,2.052,-3.22,-3.685,-1.889,-2.1621
55.901,0.0,0.4,0.0,30.200097,-97.8877652,2.052,-3.22,-3.685,-1.889,-2.1621
56.001,0.0,0.4,0.0,30.200097,-97.8877652,2.052,-3.229,-3.723,-1.879,-2.1728
56.102,0.5,0.4,0.0,30.2000967,-97.8877664,2.02,-3.237,-3.758,-1.855,-2.1911
56.201,0.0,0.352,0.0,30.2000967,-97.8877664,2.02,-3.238,-3.806,-1.754,-2.2056
56.301,0.5,0.262,0.0,30.2000967,-97.8877664,2.02,-3.232,-3.815,-1.695,-2.2157
56.401,0.0,0.262,0.0,30.2000967,-97.8877664,2.02,-3.232,-3.815,-1.695,-2.2157
56.501,0.0,0.084,0.0,30.2000968,-97.8877669,1.833,-3.212,-3.815,-1.576,-2.2213
56.601,0.0,0.084,0.0,30.2000968,-97.8877669,1.833,-3.212,-3.815,-1.576,-2.2213
56.701,0.0,-0.0,0.0,30.2000968,-97.8877669,1.833,-3.203,-3.812,-1.52,-2.2203
56.801,0.0,-0.172,0.0,30.200097,-97.8877668,1.641,-3.185,-3.802,-1.405,-2.2095
56.901,0.0,-0.251,0.0,30.200097,-97.8877668,1.641,-3.179,-3.805,-1.352,-2.1904
57.001,0.0,-0.251,0.0,30.200097,-97.8877668,1.641,-3.179,-3.805,-1.352,-2.1769
57.332,0.0,-0.4,0.0,30.2000971,-97.8877669,1.381,-3.189,-3.815,-1.216,-2.0774
57.333,0.0,-0.4,0.0,30.2000971,-97.8877669,1.381,-3.189,-3.815,-1.216,-2.0774
57.334,0.0,-0.4,0.0,30.2000971,-97.8877669,1.381,-3.189,-3.815,-1.216,-2.0774
57.401,0.0,-0.4,0.0,30.2000971,-97.8877669,1.381,-3.196,-3.816,-1.209,-2.0613
57.501,0.0,-0.4,0.0,30.2000971,-97.8877669,1.381,-3.196,-3.816,-1.209,-2.0613
57.601,0.0,-0.4,0.0,30.2000971,-97.8877669,1.381,-3.201,-3.818,-1.213,-2.0314
57.701,0.0,-0.394,0.0,30.200097,-97.887767,1.42,-3.201,-3.828,-1.257,-2.0034
57.801,0.0,-0.337,0.0,30.200097,-97.887767,1.42,-3.198,-3.837,-1.296,-1.9892
57.901,0.0,-0.263,0.0,30.200097,-97.887767,1.42,-3.199,-3.846,-1.344,-1.9651
58.001,0.0,-0.263,0.0,30.200097,-97.887767,1.42,-3.199,-3.846,-1.344,-1.9551
58.101,0.0,-0.179,0.0,30.200097,-97.8877673,1.577,-3.204,-3.856,-1.401,-1.9482
58.201,0.0,-0.083,0.0,30.200097,-97.8877673,1.577,-3.215,-3.864,-1.465,-1.9449
58.301,0.0,0.116,0.0,30.200097,-97.8877673,1.577,-3.253,-3.872,-1.597,-1.9569
58.401,0.0,0.116,0.0,30.2000964,-97.8877675,1.796,-3.253,-3.872,-1.597,-1.9675
58.501,0.0,0.298,0.0,30.2000964,-97.8877675,1.796,-3.299,-3.87,-1.719,-1.9984
58.601,0.0,0.383,0.0,30.2000964,-97.8877675,1.796,-3.319,-3.87,-1.775,-2.04
58.701,0.0,0.383,0.0,30.2000964,-97.8877675,1.796,-3.319,-3.87,-1.775,-2.04
58.801,0.0,0.4,0.0,30.2000958,-97.8877675,1.982,-3.342,-3.867,-1.852,-2.1167
58.901,0.0,0.4,0.0,30.2000958,-97.8877675,1.982,-3.342,-3.867,-1.852,-2.1167
59.001,0.0,0.4,0.0,30.2000958,-97.8877675,1.982,-3.347,-3.863,-1.869,-2.1748
59.101,0.0,0.4,0.0,30.2000957,-97.8877673,2.039,-3.349,-3.858,-1.871,-2.2339
59.201,0.0,0.4,0.0,30.2000957,-97.8877673,2.039,-3.346,-3.845,-1.834,-2.2886
59.301,0.0,0.4,0.0,30.2000957,-97.8877673,2.039,-3.344,-3.838,-1.795,-2.3147
59.401,0.0,0.338,0.0,30.2000957,-97.8877672,1.943,-3.341,-3.829,-1.746,-2.3586
59.501,0.0,0.256,0.0,30.2000957,-97.8877672,1.943,-3.339,-3.816,-1.691,-2.3891
59.601,0.0,0.167,0.0,30.2000957,-97.8877672,1.943,-3.336,-3.8,-1.631,-2.3891
59.701,0.0,0.068,0.0,30.2000957,-97.8877667,1.749,-3.342,-3.785,-1.565,-2.4117
59.801,0.0,0.068,0.0,30.2000957,-97.8877667,1.749,-3.342,-3.785,-1.565,-2.4117
59.901,0.0,-0.131,0.0,30.2000957,-97.8877667,1.749,-3.352,-3.751,-1.432,-2.4124
60.001,0.0,-0.131,0.0,30.2000957,-97.8877667,1.749,-3.352,-3.751,-1.432,-2.4089
60.101,0.0,-0.131,-0.5,30.2000957,-97.8877667,1.749,-3.352,-3.751,-1.432,-2.4042
60.201,0.0,-0.364,0.0,30.2000956,-97.8877661,1.533,-3.349,-3.71,-1.277,-2.3778
60.301,0.0,-0.364,-0.5,30.2000956,-97.8877661,1.533,-3.349,-3.71,-1.277,-2.3778
60.401,0.0,-0.4,0.0,30.2000956,-97.8877657,1.398,-3.345,-3.7,-1.242,-2.3357
60.501,0.0,-0.4,-0.5,30.2000956,-97.8877657,1.398,-3.341,-3.688,-1.215,-2.3206
60.601,0.0,-0.4,0.0,30.2000956,-97.8877657,1.398,-3.335,-3.677,-1.202,-2.2901
60.701,0.0,-0.4,0.0,30.2000957,-97.8877655,1.381,-3.333,-3.675,-1.216,-2.275
60.801,0.0,-0.4,0.0,30.2000957,-97.8877655,1.381,-3.33,-3.675,-1.244,-2.2473
60.901,0.0,-0.36,0.0,30.2000957,-97.8877655,1.381,-3.327,-3.678,-1.28,-2.2353
61.001,0.0,-0.36,0.0,30.2000957,-97.8877655,1.381,-3.327,-3.678,-1.28,-2.2246
61.101,0.0,-0.36,0.0,30.2000957,-97.8877655,1.381,-3.327,-3.678,-1.28,-2.2246
61.201,0.0,-0.36,0.0,30.2000957,-97.8877655,1.381,-3.327,-3.678,-1.28,-2.2246
61.301,0.0,-0.124,0.0,30.2000957,-97.8877655,1.381,-3.318,-3.71,-1.437,-2.1978
61.401,0.5,-0.032,0.0,30.2000959,-97.8877661,1.696,-3.314,-3.727,-1.499,-2.197
61.501,0.5,0.149,0.0,30.2000959,-97.8877661,1.696,-3.297,-3.759,-1.62,-2.1979
61.601,0.0,0.231,0.0,30.2000959,-97.8877661,1.696,-3.29,-3.774,-1.674,-2.2011
61.701,0.0,0.231,0.0,30.2000959,-97.8877661,1.696,-3.29,-3.774,-1.674,-2.2011
61.801,0.5,0.231,0.0,30.2000959,-97.8877661,1.696,-3.29,-3.774,-1.674,-2.2011
61.902,0.0,0.4,0.0,30.2000961,-97.8877666,1.883,-3.291,-3.844,-1.8,-2.2198
62.001,0.5,0.4,0.0,30.2000961,-97.8877666,1.883,-3.291,-3.844,-1.8,-2.2282
62.101,0.0,0.4,0.0,30.2000961,-97.8877675,1.995,-3.294,-3.873,-1.824,-2.2495
62.431,0.0,0.4,0.0,30.200096,-97.8877685,1.972,-3.318,-3.98,-1.787,-2.2953
62.432,0.0,0.4,0.0,30.200096,-97.8877685,1.972,-3.318,-3.98,-1.787,-2.2953
62.433,0.0,0.4,0.0,30.200096,-97.8877685,1.972,-3.318,-3.98,-1.787,-2.2953
62.501,0.0,0.354,0.0,30.200096,-97.8877685,1.972,-3.329,-4.007,-1.756,-2.3088
62.601,0.0,0.354,0.0,30.200096,-97.8877685,1.972,-3.329,-4.007,-1.756,-2.3088
62.701,0.0,0.298,-0.5,30.200096,-97.8877685,1.972,-3.342,-4.032,-1.719,-2.3176
62.801,0.0,0.154,0.0,30.2000957,-97.8877693,1.856,-3.357,-4.073,-1.623,-2.353
62.901,0.0,0.154,-0.5,30.2000957,-97.8877693,1.856,-3.357,-4.073,-1.623,-2.368
63.001,0.0,-0.025,-0.5,30.2000955,-97.8877698,1.668,-3.37,-4.091,-1.503,-2.4039
63.101,0.0,-0.105,0.0,30.2000955,-97.8877698,1.668,-3.371,-4.081,-1.45,-2.4441
63.201,0.0,-0.179,-0.5,30.2000955,-97.8877698,1.668,-3.37,-4.059,-1.401,-2.4889
63.301,0.0,-0.179,-0.5,30.2000955,-97.8877698,1.668,-3.37,-4.059,-1.401,-2.4889
63.401,0.0,-0.293,0.0,30.2000954,-97.8877691,1.512,-3.374,-3.996,-1.324,-2.5683
63.501,0.0,-0.293,0.0,30.2000954,-97.8877691,1.512,-3.374,-3.996,-1.324,-2.5683
63.601,0.0,-0.369,0.0,30.2000954,-97.8877691,1.512,-3.405,-3.931,-1.274,-2.6237
63.701,0.0,-0.377,0.0,30.200095,-97.887768,1.438,-3.427,-3.903,-1.269,-2.6768
63.801,0.0,-0.377,0.0,30.200095,-97.887768,1.438,-3.427,-3.903,-1.269,-2.6768
63.901,0.0,-0.341,0.0,30.200095,-97.887768,1.438,-3.472,-3.868,-1.293,-2.7412
64.001,0.0,-0.341,0.0,30.200095,-97.887768,1.438,-3.472,-3.868,-1.293,-2.7412
64.101,0.0,-0.305,0.5,30.2000944,-97.8877674,1.489,-3.492,-3.858,-1.317,-2.769
64.201,0.0,-0.255,0.0,30.2000944,-97.8877674,1.489,-3.511,-3.85,-1.35,-2.7827
64.301,0.0,-0.193,0.5,30.2000944,-97.8877674,1.489,-3.527,-3.842,-1.391,-2.7843
64.401,0.0,-0.126,0.5,30.2000939,-97.8877672,1.624,-3.538,-3.833,-1.436,-2.7818
64.501,0.0,0.015,0.0,30.2000939,-97.8877672,1.624,-3.556,-3.822,-1.53,-2.7703
64.601,0.0,0.086,0.5,30.2000939,-97.8877672,1.624,-3.567,-3.824,-1.577,-2.7597
64.701,0.0,0.086,0.5,30.2000939,-97.8877672,1.624,-3.567,-3.824,-1.577,-2.7469
64.801,0.0,0.086,0.0,30.2000939,-97.8877672,1.624,-3.567,-3.824,-1.577,-2.7469
64.901,0.0,0.225,0.0,30.2000936,-97.8877671,1.782,-3.599,-3.835,-1.67,-2.6953
65.001,0.0,0.329,0.0,30.2000936,-97.8877671,1.782,-3.639,-3.861,-1.739,-2.652
65.101,0.0,0.329,0.0,30.200093,-97.8877675,1.911,-3.639,-3.861,-1.739,-2.6001
65.201,0.0,0.373,0.0,30.200093,-97.8877675,1.911,-3.645,-3.89,-1.769,-2.5433
65.301,0.0,0.374,0.0,30.200093,-97.8877675,1.911,-3.642,-3.907,-1.769,-2.5151
65.401,0.0,0.361,0.0,30.2000931,-97.8877679,1.936,-3.636,-3.923,-1.76,-2.4591
65.501,0.0,0.333,0.0,30.2000931,-97.8877679,1.936,-3.627,-3.938,-1.742,-2.4326
65.601,0.0,0.333,0.0,30.2000931,-97.8877679,1.936,-3.627,-3.938,-1.742,-2.4326
65.701,0.0,0.291,0.0,30.2000933,-97.8877685,1.858,-3.615,-3.953,-1.714,-2.3811
65.801,0.0,0.237,0.0,30.2000933,-97.8877685,1.858,-3.603,-3.968,-1.678,-2.3353
65.901,0.0,0.094,0.0,30.2000933,-97.8877685,1.858,-3.581,-3.997,-1.582,-2.2987
66.001,0.0,0.094,0.5,30.2000933,-97.8877685,1.858,-3.581,-3.997,-1.582,-2.2851
66.101,0.0,0.012,0.0,30.2000933,-97.8877685,1.858,-3.572,-4.011,-1.528,-2.2745
66.201,0.0,-0.07,0.0,30.2000936,-97.8877689,1.695,-3.557,-4.019,-1.473,-2.2668
66.301,0.0,-0.151,0.0,30.2000936,-97.8877689,1.695,-3.537,-4.025,-1.419,-2.2606
66.401,0.0,-0.287,0.0,30.2000941,-97.8877692,1.522,-3.493,-4.038,-1.329,-2.2701
66.501,0.0,-0.287,0.0,30.2000941,-97.8877692,1.522,-3.493,-4.038,-1.329,-2.2701
66.601,0.0,-0.368,0.5,30.2000941,-97.8877692,1.522,-3.445,-4.041,-1.274,-2.2931
66.701,0.0,-0.388,0.0,30.2000948,-97.8877692,1.433,-3.423,-4.037,-1.261,-2.304
66.801,0.0,-0.39,0.5,30.2000948,-97.8877692,1.433,-3.407,-4.032,-1.26,-2.3269
66.901,0.0,-0.374,0.0,30.2000948,-97.8877692,1.433,-3.395,-4.028,-1.271,-2.3399
67.001,0.0,-0.374,0.5,30.2000948,-97.8877692,1.433,-3.395,-4.028,-1.271,-2.3627
67.101,0.0,-0.288,0.0,30.2000952,-97.8877691,1.464,-3.39,-4.027,-1.328,-2.3702
67.201,0.0,-0.288,0.5,30.2000952,-97.8877691,1.464,-3.39,-4.027,-1.328,-2.3747
67.532,0.0,0.004,0.0,30.2000952,-97.8877693,1.604,-3.423,-4.059,-1.522,-2.3596
67.533,0.0,0.004,0.0,30.2000952,-97.8877693,1.604,-3.423,-4.059,-1.522,-2.3596
67.534,0.0,0.004,0.0,30.2000952,-97.8877693,1.604,-3.423,-4.059,-1.522,-2.3596
67.601,0.0,0.084,0.0,30.2000952,-97.8877693,1.604,-3.435,-4.067,-1.576,-2.3372
67.701,0.0,0.084,0.0,30.2000952,-97.8877693,1.604,-3.435,-4.067,-1.576,-2.3372
67.801,0.0,0.172,0.0,30.2000948,-97.8877696,1.786,-3.449,-4.072,-1.635,-2.3222
67.901,0.0,0.256,0.0,30.2000948,-97.8877696,1.786,-3.464,-4.073,-1.691,-2.2634
68.001,0.0,0.338,0.0,30.2000948,-97.8877696,1.786,-3.482,-4.073,-1.745,-2.242
68.101,0.0,0.4,0.0,30.2000943,-97.8877696,1.964,-3.498,-4.072,-1.793,-2.1993
68.201,0.0,0.4,0.0,30.2000943,-97.8877696,1.964,-3.498,-4.072,-1.793,-2.1993
68.301,0.0,0.4,0.0,30.2000943,-97.8877696,1.964,-3.518,-4.081,-1.859,-2.1394
68.401,0.0,0.4,0.0,30.2000943,-97.8877696,1.964,-3.518,-4.081,-1.859,-2.1394
68.501,0.5,0.4,0.0,30.2000941,-97.8877698,2.048,-3.535,-4.109,-1.869,-2.0613
68.601,0.5,0.4,0.0,30.2000941,-97.8877698,2.048,-3.535,-4.109,-1.869,-2.0431
68.701,0.0,0.4,0.0,30.2000939,-97.8877701,1.994,-3.54,-4.119,-1.846,-2.0254
68.801,0.5,0.4,0.0,30.2000939,-97.8877701,1.994,-3.542,-4.129,-1.813,-2.0082
68.901,0.0,0.301,0.0,30.2000939,-97.8877701,1.994,-3.545,-4.137,-1.721,-1.9588
69.001,0.0,0.301,0.0,30.2000939,-97.8877701,1.994,-3.545,-4.137,-1.721,-1.9432
69.101,0.0,0.216,0.0,30.2000939,-97.8877703,1.833,-3.548,-4.137,-1.664,-1.9432
69.201,0.0,0.131,0.0,30.2000939,-97.8877703,1.833,-3.555,-4.139,-1.608,-1.9143
69.301,0.0,0.044,0.0,30.2000939,-97.8877703,1.833,-3.562,-4.144,-1.55,-1.8864
69.401,0.0,-0.046,0.0,30.2000937,-97.8877705,1.637,-3.567,-4.154,-1.489,-1.8606
69.501,0.0,-0.137,0.0,30.2000937,-97.8877705,1.637,-3.569,-4.167,-1.428,-1.8485
69.601,0.0,-0.289,0.0,30.2000937,-97.8877705,1.637,-3.578,-4.21,-1.328,-1.8262
69.701,0.0,-0.363,0.0,30.2000936,-97.8877711,1.462,-3.574,-4.22,-1.278,-1.8083
69.801,0.0,-0.4,0.0,30.2000936,-97.8877711,1.462,-3.566,-4.222,-1.233,-1.8006
69.901,0.5,-0.4,0.0,30.2000936,-97.8877711,1.462,-3.555,-4.218,-1.195,-1.788
70.001,0.5,-0.4,0.0,30.2000936,-97.8877711,1.462,-3.555,-4.218,-1.195,-1.788
70.101,0.5,-0.4,0.0,30.2000938,-97.887771,1.338,-3.541,-4.209,-1.169,-1.7788
70.201,0.5,-0.4,0.0,30.2000938,-97.887771,1.338,-3.526,-4.199,-1.164,-1.7729
70.301,0.0,-0.4,0.0,30.2000938,-97.887771,1.338,-3.501,-4.198,-1.198,-1.7673
70.401,0.5,-0.4,0.0,30.2000942,-97.8877709,1.379,-3.501,-4.198,-1.198,-1.7635
70.501,0.0,-0.361,0.0,30.2000942,-97.8877709,1.379,-3.495,-4.244,-1.279,-1.7521
70.601,0.0,-0.282,0.0,30.2000942,-97.8877709,1.379,-3.498,-4.288,-1.332,-1.7461
70.701,0.0,-0.282,0.0,30.2000942,-97.8877709,1.379,-3.498,-4.288,-1.332,-1.7461
70.801,0.0,-0.094,0.0,30.2000942,-97.8877722,1.542,-3.514,-4.39,-1.458,-1.726
70.901,0.0,-0.094,0.0,30.2000942,-97.8877722,1.542,-3.514,-4.39,-1.458,-1.726
71.001,0.0,-0.003,-0.5,30.2000942,-97.8877722,1.542,-3.518,-4.436,-1.518,-1.7186
71.101,0.0,0.085,-0.5,30.200094,-97.8877737,1.746,-3.52,-4.471,-1.577,-1.7151
71.201,0.0,0.085,-0.5,30.200094,-97.8877737,1.746,-3.52,-4.471,-1.577,-1.7151
71.301,0.0,0.309,0.0,30.200094,-97.8877737,1.746,-3.523,-4.485,-1.726,-1.7232
71.401,0.0,0.376,0.0,30.2000941,-97.8877739,1.912,-3.528,-4.486,-1.771,-1.7375
71.501,0.0,0.4,0.0,30.2000941,-97.8877739,1.912,-3.531,-4.483,-1.806,-1.7498
71.601,0.0,0.4,0.0,30.2000941,-97.8877739,1.912,-3.531,-4.483,-1.806,-1.7498
71.701,0.0,0.4,0.0,30.2000939,-97.8877739,2.01,-3.547,-4.488,-1.843,-1.8287
71.801,0.5,0.4,0.0,30.2000939,-97.8877739,2.01,-3.547,-4.488,-1.843,-1.8287
71.901,0.0,0.4,0.0,30.2000939,-97.8877739,2.01,-3.573,-4.513,-1.82,-1.8766
72.001,0.5,0.4,0.0,30.2000939,-97.8877739,2.01,-3.573,-4.513,-1.82,-1.901
72.101,0.5,0.4,0.0,30.2000936,-97.8877743,1.955,-3.573,-4.513,-1.82,-1.901
72.201,0.0,0.323,0.0,30.2000936,-97.8877743,1.955,-3.589,-4.545,-1.735,-1.9477
72.301,0.0,0.237,0.0,30.2000936,-97.8877743,1.955,-3.592,-4.557,-1.678,-1.9958
72.631,0.0,-0.081,0.0,30.2000935,-97.8877747,1.758,-3.584,-4.559,-1.466,-2.1087
72.632,0.0,-0.081,0.0,30.2000935,-97.8877747,1.758,-3.584,-4.559,-1.466,-2.1087
72.633,0.0,-0.081,0.0,30.2000935,-97.8877747,1.758,-3.584,-4.559,-1.466,-2.1087
72.701,0.0,-0.291,0.0,30.2000936,-97.8877747,1.52,-3.582,-4.555,-1.326,-2.146
72.801,0.0,-0.291,0.0,30.2000936,-97.8877747,1.52,-3.582,-4.555,-1.326,-2.146
72.901,0.0,-0.4,0.0,30.2000936,-97.8877747,1.52,-3.601,-4.546,-1.207,-2.1818
73.001,0.0,-0.4,0.0,30.2000936,-97.8877747,1.52,-3.601,-4.546,-1.207,-2.1818
73.101,0.0,-0.4,0.0,30.2000933,-97.8877745,1.327,-3.612,-4.532,-1.157,-2.1911
73.201,0.0,-0.4,0.0,30.2000933,-97.8877745,1.327,-3.622,-4.51,-1.115,-2.1888
73.301,0.0,-0.4,0.0,30.2000933,-97.8877745,1.327,-3.63,-4.453,-1.068,-2.1793
73.401,0.0,-0.4,0.0,30.2000931,-97.8877735,1.236,-3.63,-4.453,-1.068,-2.173
73.501,0.0,-0.4,0.0,30.2000931,-97.8877735,1.236,-3.635,-4.404,-1.084,-2.1543
73.601,0.0,-0.4,0.0,30.2000931,-97.8877735,1.236,-3.637,-4.389,-1.113,-2.1282
73.701,0.0,-0.4,0.0,30.2000931,-97.8877735,1.236,-3.637,-4.389,-1.113,-2.1125
73.801,0.0,-0.4,0.0,30.2000931,-97.8877735,1.236,-3.637,-4.389,-1.113,-2.1125
73.901,0.0,-0.4,0.0,30.2000931,-97.8877729,1.308,-3.638,-4.378,-1.199,-2.0776
74.001,0.0,-0.399,0.0,30.2000931,-97.8877729,1.308,-3.647,-4.383,-1.254,-2.0409
74.101,0.0,-0.304,0.0,30.2000929,-97.887773,1.485,-3.659,-4.391,-1.318,-2.0088
74.201,0.5,-0.193,0.0,30.2000929,-97.887773,1.485,-3.675,-4.401,-1.391,-1.994
74.301,0.0,0.025,0.0,30.2000929,-97.887773,1.485,-3.709,-4.421,-1.537,-1.9692
74.401,0.5,0.025,0.0,30.2000929,-97.887773,1.485,-3.709,-4.421,-1.537,-1.9692
74.501,0.0,0.232,0.0,30.2000924,-97.8877732,1.727,-3.727,-4.441,-1.675,-1.9378
74.601,0.5,0.232,0.0,30.2000924,-97.8877732,1.727,-3.727,-4.441,-1.675,-1.9378
74.701,0.0,0.4,0.0,30.2000923,-97.8877737,1.941,-3.719,-4.476,-1.79,-1.9248
74.801,0.0,0.4,0.0,30.2000923,-97.8877737,1.941,-3.719,-4.476,-1.79,-1.9248
74.901,0.0,0.4,0.0,30.2000923,-97.8877737,1.941,-3.704,-4.535,-1.872,-1.92
75.001,0.0,0.4,0.0,30.2000926,-97.8877747,2.062,-3.694,-4.568,-1.893,-1.9208
